drug_concept_id,drug_concept_name,vocabulary_id,concept_class_id,drug_concept_code,drug_class_name
42902477,Cephapirin 30 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,1359590,Antibiotics
19078894,Methicillin Sodium 500 MG/ML Injectable Solution,RxNorm,Clinical Drug,311620,Antibiotics
19106675,Spiramycin 1350 UNT Oral Tablet,RxNorm,Clinical Drug,429264,Antibiotics
19035325,Minocycline 50 MG Oral Tablet,RxNorm,Clinical Drug,207362,Antibiotics
19106641,Penicillin V 600 MG Oral Tablet,RxNorm,Clinical Drug,429187,Antibiotics
19104509,Teicoplanin 2 MG/ML Injectable Solution,RxNorm,Clinical Drug,415459,Antibiotics
1796454,Cefixime 40 MG/ML Oral Suspension,RxNorm,Clinical Drug,419849,Antibiotics
19006381,Floxacillin 167 MG/ML Injectable Solution,RxNorm,Clinical Drug,105099,Antibiotics
19075037,Cephapirin 200 MG/ML Injectable Solution,RxNorm,Clinical Drug,309119,Antibiotics
1734134,Azithromycin 500 MG Oral Tablet,RxNorm,Clinical Drug,248656,Antibiotics
19105304,Josamycin 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,419777,Antibiotics
19054962,Floxacillin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,247647,Antibiotics
1713698,Amoxicillin 25 MG/ML / Clavulanate 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,617975,Antibiotics
19123645,Amoxicillin 20 MG/ML / Clavulanate 2.5 MG/ML Oral Suspension,RxNorm,Clinical Drug,618003,Antibiotics
46287358,cefepime 500 MG Injection,RxNorm,Clinical Drug,1665097,Antibiotics
19074977,Ceftriaxone 250 MG Injection,RxNorm,Clinical Drug,309092,Antibiotics
19105251,Methenamine 0.1 MG/MG / Sulfur 0.1 MG/MG Topical Ointment,RxNorm,Clinical Drug,418930,Antibiotics
19061664,Tetracycline 250 MG / Troleandomycin 125 MG Oral Tablet,RxNorm,Clinical Drug,249150,Antibiotics
19115239,Trimethoprim 10 MG/ML Oral Solution,RxNorm,Clinical Drug,562707,Antibiotics
42707537,Amoxicillin 500 MG / Diclofenac Potassium 50 MG Oral Tablet,RxNorm,Clinical Drug,1234523,Antibiotics
19103457,nitroxoline 250 MG Oral Capsule,RxNorm,Clinical Drug,410551,Antibiotics
19105824,xibornol 20 MG/ML Oral Suspension,RxNorm,Clinical Drug,422710,Antibiotics
35606001,meropenem 500 MG Injection,RxNorm,Clinical Drug,1722934,Antibiotics
44814368,Methenamine 162 MG / Sodium Salicylate 162.5 MG Oral Tablet,RxNorm,Clinical Drug,1489932,Antibiotics
1777286,Ceftizoxime 280 MG/ML Injectable Solution,RxNorm,Clinical Drug,342957,Antibiotics
1768880,Cefaclor 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,313888,Antibiotics
19060192,Fosfomycin 250 MG/ML Injectable Solution,RxNorm,Clinical Drug,246095,Antibiotics
40170793,ormetoprim 100 MG / Sulfadimethoxine 500 MG Oral Tablet,RxNorm,Clinical Drug,892808,Antibiotics
19061770,Amoxicillin 750 MG Oral Tablet,RxNorm,Clinical Drug,249505,Antibiotics
19061916,Amoxicillin 500 MG / Nystatin 250000 UNT Oral Capsule,RxNorm,Clinical Drug,249990,Antibiotics
19063885,Amoxicillin 500 MG Disintegrating Oral Tablet,RxNorm,Clinical Drug,250872,Antibiotics
1836394,Sulfadiazine 410 MG / Trimethoprim 90 MG Oral Tablet,RxNorm,Clinical Drug,245837,Antibiotics
19105321,propicillin 36000 UNT/ML Oral Solution,RxNorm,Clinical Drug,419923,Antibiotics
43525738,Cefixime 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,1373014,Antibiotics
19023510,Dibekacin 3 MG/ML Ophthalmic Solution,RxNorm,Clinical Drug,252124,Antibiotics
46276322,linezolid 2 MG/ML Injection,RxNorm,Clinical Drug,1662281,Antibiotics
46275433,Piperacillin 3000 MG / tazobactam 375 MG Injection,RxNorm,Clinical Drug,1659137,Antibiotics
19073183,Amoxicillin 250 MG Oral Capsule,RxNorm,Clinical Drug,308182,Antibiotics
19074902,Cefotaxime 200 MG/ML Injectable Solution,RxNorm,Clinical Drug,309065,Antibiotics
19106661,Nitrofurantoin 50 MG / Vitamin B6 7 MG Oral Tablet,RxNorm,Clinical Drug,429243,Antibiotics
19128708,Ampicillin 25 MG/ML / Cloxacillin 25 MG/ML Oral Solution,RxNorm,Clinical Drug,755521,Antibiotics
19102382,Cefotaxime 1000 MG/ML Injectable Solution,RxNorm,Clinical Drug,402677,Antibiotics
19105291,Bromhexine 0.8 MG/ML / Cefaclor 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,419703,Antibiotics
920333,"NITROFURANTOIN, MACROCRYSTALS 25 MG Oral Capsule",RxNorm,Clinical Drug,311994,Antibiotics
1836243,Amoxicillin 500 MG / Sulbactam 250 MG Oral Tablet,RxNorm,Clinical Drug,248715,Antibiotics
42902744,Cloxacillin 50 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,1359857,Antibiotics
19062538,Amoxicillin 25 MG/ML / Sulbactam 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,250336,Antibiotics
19106635,Penicillin V 654 MG Oral Tablet,RxNorm,Clinical Drug,429181,Antibiotics
1742434,tigecycline 50 MG Injection,RxNorm,Clinical Drug,581531,Antibiotics
42901626,Cephalexin 300 MG Chewable Tablet,RxNorm,Clinical Drug,1312440,Antibiotics
40182277,methenamine mandelate 500 MG Oral Tablet,RxNorm,Clinical Drug,992184,Antibiotics
19104511,Floxacillin 5 MG/ML Injectable Solution,RxNorm,Clinical Drug,415461,Antibiotics
904451,methenamine mandelate 500 MG / potassium phosphate 250 MG Oral Tablet,RxNorm,Clinical Drug,311615,Antibiotics
19061430,Bromhexine 8 MG / Penicillin V 150000 UNT Oral Tablet,RxNorm,Clinical Drug,248710,Antibiotics
19006428,Amoxicillin 750 MG Oral Suspension,RxNorm,Clinical Drug,105151,Antibiotics
19060191,Fosfomycin 100 MG/ML Injectable Solution,RxNorm,Clinical Drug,246094,Antibiotics
45892603,ceftolozane 1000 MG / tazobactam 500 MG Injection,RxNorm,Clinical Drug,1597615,Antibiotics
19070702,Cefatrizine 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,252869,Antibiotics
19035327,Minocycline 100 MG Oral Tablet,RxNorm,Clinical Drug,207364,Antibiotics
19131485,Amoxicillin 775 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,802550,Antibiotics
35606006,meropenem 1000 MG Injection,RxNorm,Clinical Drug,1722939,Antibiotics
46275444,Piperacillin 4000 MG / tazobactam 500 MG Injection,RxNorm,Clinical Drug,1659149,Antibiotics
19063161,Ambroxol 6 MG/ML / Amoxicillin 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,250578,Antibiotics
19133863,Penicillin V Potassium 25 MG/ML Oral Solution,RxNorm,Clinical Drug,834046,Antibiotics
1717481,Ampicillin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,313799,Antibiotics
1734209,bacampicillin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,313855,Antibiotics
19086781,Cephalothin 1 MG/ML Injectable Solution,RxNorm,Clinical Drug,242787,Antibiotics
1836393,Sulfadiazine 250 MG/ML Injectable Solution,RxNorm,Clinical Drug,199974,Antibiotics
19105333,Cefatrizine 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,420051,Antibiotics
19129099,Ampicillin 25 MG/ML / Floxacillin 25 MG/ML Oral Solution,RxNorm,Clinical Drug,756252,Antibiotics
19064248,Ambroxol 6 MG/ML / Cefadroxil 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,251064,Antibiotics
19096145,Atropine 0.03 MG / Hyoscyamine 0.03 MG / Methenamine 40.8 MG / phenyl salicylate 18.1 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,346905,Antibiotics
46287321,Ceftriaxone 500 MG Injection,RxNorm,Clinical Drug,1665005,Antibiotics
1743223,Enoxacin 200 MG Oral Tablet,RxNorm,Clinical Drug,197641,Antibiotics
1836242,Amoxicillin 250 MG / Sulbactam 250 MG Oral Tablet,RxNorm,Clinical Drug,248713,Antibiotics
19135293,cefditoren pivoxil 400 MG Oral Tablet,RxNorm,Clinical Drug,847360,Antibiotics
19060618,bacampicillin 800 MG Oral Tablet,RxNorm,Clinical Drug,247037,Antibiotics
46287383,Ciprofloxacin 2 MG/ML Injection,RxNorm,Clinical Drug,1665211,Antibiotics
19010210,Trimethoprim 10 MG/ML Oral Suspension,RxNorm,Clinical Drug,108449,Antibiotics
19060619,Cloxacillin 132 MG/ML Injectable Solution,RxNorm,Clinical Drug,247038,Antibiotics
19019420,Oxacillin 250 MG Oral Capsule,RxNorm,Clinical Drug,198054,Antibiotics
19105303,midecamycin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,419776,Antibiotics
19080620,Cefoperazone 20 MG/ML Injectable Solution,RxNorm,Clinical Drug,315023,Antibiotics
1747204,Erythromycin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,313968,Antibiotics
1701675,spectinomycin hydrochloride 400 MG/ML Injectable Suspension,RxNorm,Clinical Drug,828836,Antibiotics
19074879,Cefoperazone 100 MG/ML Injectable Solution,RxNorm,Clinical Drug,309061,Antibiotics
19106097,Penicillin V 666 MG Oral Tablet,RxNorm,Clinical Drug,427080,Antibiotics
46275520,Ceftazidime 2000 MG Injection,RxNorm,Clinical Drug,1659287,Antibiotics
1759879,Amoxicillin 50 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension,RxNorm,Clinical Drug,617322,Antibiotics
19123643,Amoxicillin 100 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension,RxNorm,Clinical Drug,618001,Antibiotics
19061823,Ampicillin 100 MG/ML / Cloxacillin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,249601,Antibiotics
1776721,Ceftazidime 210 MG/ML Injectable Solution,RxNorm,Clinical Drug,249926,Antibiotics
19107620,methampicillin 1000 MG Oral Tablet,RxNorm,Clinical Drug,432775,Antibiotics
1750562,Clarithromycin 500 MG Oral Tablet,RxNorm,Clinical Drug,197517,Antibiotics
19128749,Cephalexin 100 MG/ML Oral Solution,RxNorm,Clinical Drug,755615,Antibiotics
19103730,Amoxicillin 500 MG / Bromhexine 30 MG Oral Capsule,RxNorm,Clinical Drug,411619,Antibiotics
19136494,Sulfapyridine 500 MG Oral Tablet,RxNorm,Clinical Drug,313141,Antibiotics
19063846,Polymyxin B 10 UNT/MG / Trimethoprim 0.005 MG/MG Ophthalmic Ointment,RxNorm,Clinical Drug,250858,Antibiotics
46275516,Ceftazidime 1000 MG Injection,RxNorm,Clinical Drug,1659283,Antibiotics
40224843,methenamine hippurate 1000 MG Oral Capsule,RxNorm,Clinical Drug,1000025,Antibiotics
19106411,Penicillin V 1500 UNT Oral Tablet,RxNorm,Clinical Drug,428472,Antibiotics
1729751,Penicillin V 320 MG Oral Tablet,RxNorm,Clinical Drug,248849,Antibiotics
19103401,Bromhexine 16 MG / Cefaclor 500 MG Oral Capsule,RxNorm,Clinical Drug,410359,Antibiotics
1836193,Streptomycin 1000 MG Injection,RxNorm,Clinical Drug,313115,Antibiotics
19018845,Cefixime 200 MG Oral Tablet,RxNorm,Clinical Drug,197450,Antibiotics
40232605,"Hyoscyamine Sulfate 0.12 MG / Methenamine 120 MG / Methylene blue 10 MG / phenyl salicylate 36 MG / Sodium Phosphate, Monobasic 40.8 MG Oral Capsule",RxNorm,Clinical Drug,1048307,Antibiotics
42901628,Cephalexin 600 MG Chewable Tablet,RxNorm,Clinical Drug,1312444,Antibiotics
44818400,Sulfadimethoxine 400 MG/ML Injectable Solution,RxNorm,Clinical Drug,1537330,Antibiotics
19006427,Pivampicillin 500 MG Oral Tablet,RxNorm,Clinical Drug,105150,Antibiotics
997892,Clindamycin 150 MG Oral Capsule,RxNorm,Clinical Drug,197518,Antibiotics
1734108,Azithromycin 40 MG/ML Oral Suspension,RxNorm,Clinical Drug,141963,Antibiotics
19072257,Cefmetazole 20 MG/ML Injectable Solution,RxNorm,Clinical Drug,198394,Antibiotics
19133923,Penicillin V Potassium 3 MG/ML Ophthalmic Solution,RxNorm,Clinical Drug,834182,Antibiotics
46287307,Aztreonam 1000 MG Injection,RxNorm,Clinical Drug,1664981,Antibiotics
19079771,Ticarcillin 385 MG/ML Injectable Solution,RxNorm,Clinical Drug,313404,Antibiotics
19107880,Penicillin V 125 MG Chewable Tablet,RxNorm,Clinical Drug,433717,Antibiotics
19105324,sultamicillin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,419991,Antibiotics
19050774,Fleroxacin 20 MG/ML Injectable Solution,RxNorm,Clinical Drug,252879,Antibiotics
40241902,Sulfamethazine 2500 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,1120001,Antibiotics
1728611,penicillin G benzathine 300000 UNT/ML Injectable Suspension,RxNorm,Clinical Drug,731575,Antibiotics
1713412,Amoxicillin 1000 MG Oral Tablet,RxNorm,Clinical Drug,246281,Antibiotics
19001253,Lymecycline 204 MG Oral Capsule,RxNorm,Clinical Drug,102761,Antibiotics
19063165,Cephalexin 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,250582,Antibiotics
19106463,Sulfadiazine 400 MG / Trimethoprim 80 MG Oral Tablet,RxNorm,Clinical Drug,428614,Antibiotics
40163178,Nalidixic Acid 1000 MG Oral Tablet,RxNorm,Clinical Drug,854812,Antibiotics
19054940,Floxacillin 250 MG Oral Capsule,RxNorm,Clinical Drug,199468,Antibiotics
1759847,Clavulanate 1 MG/ML / Ticarcillin 30 MG/ML Injectable Solution,RxNorm,Clinical Drug,351239,Antibiotics
19074980,Cefuroxime 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,309096,Antibiotics
1713418,Ambroxol 3 MG/ML / Amoxicillin 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,248765,Antibiotics
19107973,Trimethoprim 50 MG Oral Tablet,RxNorm,Clinical Drug,433896,Antibiotics
19106552,Cefadroxil 250 MG Oral Tablet,RxNorm,Clinical Drug,428872,Antibiotics
19023509,Dibekacin 9 MG/ML Ophthalmic Solution,RxNorm,Clinical Drug,252118,Antibiotics
19105555,clofoctol 750 MG Rectal Suppository,RxNorm,Clinical Drug,421490,Antibiotics
19079772,Ticarcillin 40 MG/ML Injectable Solution,RxNorm,Clinical Drug,313405,Antibiotics
1713520,Amoxicillin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,313797,Antibiotics
46287345,Cefazolin 2000 MG Injection,RxNorm,Clinical Drug,1665060,Antibiotics
19105349,Penicillin V 32.6 MG/ML Oral Suspension,RxNorm,Clinical Drug,420110,Antibiotics
35605336,Nafcillin 1000 MG Injection,RxNorm,Clinical Drug,1721458,Antibiotics
1713336,Amoxicillin 400 MG/ML Injectable Solution,RxNorm,Clinical Drug,199693,Antibiotics
40161023,Amoxicillin 200 MG Oral Capsule,RxNorm,Clinical Drug,852904,Antibiotics
19129060,Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Solution,RxNorm,Clinical Drug,756187,Antibiotics
40224848,methenamine mandelate 350 MG / sodium phosphate 200 MG Oral Tablet,RxNorm,Clinical Drug,1000028,Antibiotics
19064247,Ambroxol 60 MG / Cefadroxil 1000 MG Oral Tablet,RxNorm,Clinical Drug,251063,Antibiotics
19041155,temafloxacin 600 MG Oral Tablet,RxNorm,Clinical Drug,245692,Antibiotics
19027712,Pefloxacin 26.7 MG/ML Injectable Solution,RxNorm,Clinical Drug,251884,Antibiotics
40170797,ormetoprim 20 MG / Sulfadimethoxine 100 MG Oral Tablet,RxNorm,Clinical Drug,892802,Antibiotics
19106677,Spiramycin 750000 UNT Oral Tablet,RxNorm,Clinical Drug,429266,Antibiotics
19115096,Piperacillin 500 MG/ML Injectable Solution,RxNorm,Clinical Drug,562056,Antibiotics
40163195,Nalidixic Acid 60 MG/ML Oral Suspension,RxNorm,Clinical Drug,854884,Antibiotics
19105302,cefetamet 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,419774,Antibiotics
19006383,Floxacillin 400 MG/ML Injectable Solution,RxNorm,Clinical Drug,105101,Antibiotics
1738367,cefprozil 250 MG Oral Tablet,RxNorm,Clinical Drug,197452,Antibiotics
19103531,Nitrofurantoin 150 MG / Sulfadiazine 150 MG Oral Capsule,RxNorm,Clinical Drug,410826,Antibiotics
19003646,Methacycline 300 MG Oral Capsule,RxNorm,Clinical Drug,311576,Antibiotics
1713983,Nafcillin 500 MG Oral Tablet,RxNorm,Clinical Drug,311899,Antibiotics
1712572,trovafloxacin 100 MG Oral Tablet,RxNorm,Clinical Drug,313522,Antibiotics
19006466,Clavulanic Acid 1 MG/ML / Ticarcillin 15 MG/ML Injectable Solution,RxNorm,Clinical Drug,105167,Antibiotics
1724668,Dicloxacillin 500 MG Oral Capsule,RxNorm,Clinical Drug,197596,Antibiotics
19001251,clomocycline 170 MG Oral Capsule,RxNorm,Clinical Drug,102759,Antibiotics
19011481,Trimethoprim 20 MG/ML Injectable Solution,RxNorm,Clinical Drug,141843,Antibiotics
1768934,Cefaclor 250 MG Chewable Tablet,RxNorm,Clinical Drug,476327,Antibiotics
45774460,Sulfadimethoxine 15000 MG Oral Tablet,RxNorm,Clinical Drug,1551399,Antibiotics
1713472,Amoxicillin 250 MG / Bromhexine 4 MG Oral Tablet,RxNorm,Clinical Drug,251111,Antibiotics
19105753,Cefaclor 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,422375,Antibiotics
19079657,Spectinomycin 4000 MG Injectable Suspension,RxNorm,Clinical Drug,313094,Antibiotics
19079893,Ampicillin 250 MG Oral Capsule,RxNorm,Clinical Drug,313800,Antibiotics
19115225,Cefaclor 25 MG/ML Oral Solution,RxNorm,Clinical Drug,562637,Antibiotics
1713473,Amoxicillin 100 MG/ML / Bromhexine 0.8 MG/ML Oral Suspension,RxNorm,Clinical Drug,251617,Antibiotics
19115067,Cephalexin 250 MG Chewable Tablet,RxNorm,Clinical Drug,562002,Antibiotics
997899,Clindamycin 300 MG Oral Capsule,RxNorm,Clinical Drug,284215,Antibiotics
40224847,methenamine mandelate 300 MG / sodium phosphate 500 MG Oral Tablet,RxNorm,Clinical Drug,1000027,Antibiotics
19122220,Amoxicillin 250 MG Chewable Tablet,RxNorm,Clinical Drug,598025,Antibiotics
40227698,Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet,RxNorm,Clinical Drug,1037234,Antibiotics
19055001,Floxacillin 25 MG/ML Oral Solution,RxNorm,Clinical Drug,755758,Antibiotics
1796438,Cefixime 400 MG Oral Tablet,RxNorm,Clinical Drug,197451,Antibiotics
920301,Nitrofurantoin 50 MG Oral Tablet,RxNorm,Clinical Drug,311991,Antibiotics
1777288,Ceftizoxime 40 MG/ML Injectable Solution,RxNorm,Clinical Drug,342959,Antibiotics
19105420,Nitrofurantoin 6 MG Vaginal Suppository,RxNorm,Clinical Drug,420650,Antibiotics
19101403,arbekacin 50 MG/ML Injectable Solution,RxNorm,Clinical Drug,252289,Antibiotics
19104979,Sulfisomidine 0.1 MG/MG Topical Ointment,RxNorm,Clinical Drug,417525,Antibiotics
19054961,Floxacillin 500 MG Oral Capsule,RxNorm,Clinical Drug,199469,Antibiotics
35605341,Ampicillin 500 MG Injection,RxNorm,Clinical Drug,1721474,Antibiotics
19074699,Carbenicillin 500 MG/ML Injectable Solution,RxNorm,Clinical Drug,308982,Antibiotics
19060198,Thiamphenicol 250 MG Oral Tablet,RxNorm,Clinical Drug,246101,Antibiotics
46275622,Ampicillin 2000 MG / Sulbactam 1000 MG Injection,RxNorm,Clinical Drug,1659598,Antibiotics
19075034,Cephalexin 500 MG Oral Capsule,RxNorm,Clinical Drug,309114,Antibiotics
40229696,Cefixime 150 MG Chewable Tablet,RxNorm,Clinical Drug,1043027,Antibiotics
1747396,erythromycin stearate 250 MG Oral Tablet,RxNorm,Clinical Drug,686355,Antibiotics
19112884,Cephalothin 2.5 MG/ML Injectable Solution,RxNorm,Clinical Drug,486086,Antibiotics
40231987,Atropine Sulfate 0.06 MG / Benzoic Acid 7.5 MG / Hyoscyamine Sulfate 0.03 MG / Methenamine 120 MG / Methylene blue 6 MG / phenyl salicylate 30 MG Oral Tablet,RxNorm,Clinical Drug,1048148,Antibiotics
19133859,Penicillin V Potassium 50 MG/ML Oral Solution,RxNorm,Clinical Drug,834040,Antibiotics
19123587,Amoxicillin 250 MG / Clavulanate 62.5 MG Chewable Tablet,RxNorm,Clinical Drug,617304,Antibiotics
19107155,midecamycin 400 MG Oral Tablet,RxNorm,Clinical Drug,430606,Antibiotics
19106634,Penicillin V 375 MG Oral Tablet,RxNorm,Clinical Drug,429180,Antibiotics
40232619,"Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG / Sodium Phosphate, Monobasic 40.8 MG Delayed Release Oral Tablet",RxNorm,Clinical Drug,1048044,Antibiotics
19104626,Nitrofurantoin 0.002 MG/MG Topical Gel,RxNorm,Clinical Drug,415825,Antibiotics
19019481,Oxacillin 500 MG Oral Capsule,RxNorm,Clinical Drug,198055,Antibiotics
19060617,Penicillin V 300 MG Oral Tablet,RxNorm,Clinical Drug,247036,Antibiotics
19006382,Floxacillin 250 MG/ML Injectable Solution,RxNorm,Clinical Drug,105100,Antibiotics
19006688,rosoxacin 150 MG Oral Capsule,RxNorm,Clinical Drug,105263,Antibiotics
19074905,Cefotaxime 500 MG Injection,RxNorm,Clinical Drug,309068,Antibiotics
19001905,cefpirome 100 MG/ML Injectable Solution,RxNorm,Clinical Drug,199445,Antibiotics
19006465,Carbenicillin 500 MG Oral Tablet,RxNorm,Clinical Drug,105162,Antibiotics
19063105,Amoxicillin 500 MG / Sulbactam 500 MG Oral Tablet,RxNorm,Clinical Drug,250561,Antibiotics
40238949,Sulfamethazine 32100 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,1101607,Antibiotics
1760056,Amoxicillin 120 MG/ML / Clavulanate 8.58 MG/ML Oral Suspension,RxNorm,Clinical Drug,617993,Antibiotics
19075421,Clarithromycin 37.5 MG/ML Oral Suspension,RxNorm,Clinical Drug,309321,Antibiotics
40224845,methenamine mandelate 100 MG/ML Oral Suspension,RxNorm,Clinical Drug,1000024,Antibiotics
1724671,Dicloxacillin 25 MG/ML Oral Suspension,RxNorm,Clinical Drug,246286,Antibiotics
19129036,Penicillin V 12.5 MG/ML Oral Solution,RxNorm,Clinical Drug,756140,Antibiotics
1713417,Ambroxol 30 MG / Amoxicillin 500 MG Oral Capsule,RxNorm,Clinical Drug,248673,Antibiotics
1713982,Nafcillin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,311898,Antibiotics
1736890,linezolid 20 MG/ML Oral Suspension,RxNorm,Clinical Drug,311345,Antibiotics
19029144,Cefmetazole 250 MG/ML Injectable Solution,RxNorm,Clinical Drug,205358,Antibiotics
1747006,cefditoren pivoxil 200 MG Oral Tablet,RxNorm,Clinical Drug,351127,Antibiotics
19001220,Pivampicillin 32.4 MG/ML Oral Suspension,RxNorm,Clinical Drug,102734,Antibiotics
19134709,Pefloxacin 400 MG Extended Release Oral Tablet,RxNorm,Clinical Drug,844902,Antibiotics
40220484,Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injection,RxNorm,Clinical Drug,1809084,Antibiotics
1769601,Cefadroxil 25 MG/ML Oral Solution,RxNorm,Clinical Drug,562641,Antibiotics
19105350,Amoxicillin 25 MG/ML / Clavulanate 12.5 MG/ML Oral Suspension,RxNorm,Clinical Drug,420111,Antibiotics
46287414,Cefuroxime 1500 MG Injection,RxNorm,Clinical Drug,1665444,Antibiotics
19123585,Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension,RxNorm,Clinical Drug,617302,Antibiotics
19106410,Penicillin V 625 MG Oral Tablet,RxNorm,Clinical Drug,428471,Antibiotics
19106637,Penicillin V 938 MG Oral Tablet,RxNorm,Clinical Drug,429183,Antibiotics
19115099,Cefazolin 250 MG/ML Injectable Solution,RxNorm,Clinical Drug,562062,Antibiotics
19129061,Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Oral Solution,RxNorm,Clinical Drug,756188,Antibiotics
35604792,telavancin 750 MG Injection,RxNorm,Clinical Drug,1728082,Antibiotics
19107378,Nitrofurantoin 50 MG / Sulfamethizole 250 MG Oral Tablet,RxNorm,Clinical Drug,432367,Antibiotics
19001222,Talampicillin 250 MG Oral Tablet,RxNorm,Clinical Drug,102738,Antibiotics
19072885,Cefonicid 400 MG/ML Injectable Solution,RxNorm,Clinical Drug,562649,Antibiotics
19023564,cefdinir 300 MG Oral Capsule,RxNorm,Clinical Drug,200346,Antibiotics
19061487,Penicillin V 960 MG Oral Tablet,RxNorm,Clinical Drug,248850,Antibiotics
1790698,Lincomycin 250 MG Oral Capsule,RxNorm,Clinical Drug,311341,Antibiotics
19128709,Ampicillin 50 MG/ML / Cloxacillin 50 MG/ML Oral Solution,RxNorm,Clinical Drug,755522,Antibiotics
40164954,MICAFUNGIN SODIUM 100 MG Injection,RxNorm,Clinical Drug,861383,Antibiotics
19127567,doripenem 500 MG Injection,RxNorm,Clinical Drug,744808,Antibiotics
19112557,Cephalexin 250 MG Disintegrating Oral Tablet,RxNorm,Clinical Drug,476193,Antibiotics
19078815,loracarbef 20 MG/ML Oral Suspension,RxNorm,Clinical Drug,311370,Antibiotics
40236837,Phenazopyridine hydrochloride 200 MG / Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet,RxNorm,Clinical Drug,1094352,Antibiotics
19075422,Clarithromycin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,309322,Antibiotics
19006461,Amoxicillin 750 MG Disintegrating Oral Tablet,RxNorm,Clinical Drug,105154,Antibiotics
19115159,cefprozil 25 MG/ML Oral Solution,RxNorm,Clinical Drug,562296,Antibiotics
42707533,Amoxicillin 500 MG / Diclofenac Potassium 25 MG Oral Tablet,RxNorm,Clinical Drug,1234517,Antibiotics
35604068,Cilastatin 500 MG / Imipenem 500 MG Injection,RxNorm,Clinical Drug,1726214,Antibiotics
19079749,Ticarcillin 300 MG/ML Injectable Solution,RxNorm,Clinical Drug,313402,Antibiotics
42707536,Amoxicillin 500 MG / Diclofenac Sodium 50 MG Oral Capsule,RxNorm,Clinical Drug,1234522,Antibiotics
1797516,Ciprofloxacin 750 MG Oral Tablet,RxNorm,Clinical Drug,197512,Antibiotics
19107379,Sulfamethoxypyridazine 500 MG Oral Tablet,RxNorm,Clinical Drug,432377,Antibiotics
19029143,Cefmetazole 370 MG/ML Injectable Solution,RxNorm,Clinical Drug,205357,Antibiotics
19103700,Rifampin 300 MG / Trimethoprim 80 MG Oral Capsule,RxNorm,Clinical Drug,411475,Antibiotics
35606372,Oxacillin 2000 MG Injection,RxNorm,Clinical Drug,1743549,Antibiotics
1724733,Oxacillin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,312129,Antibiotics
40236526,Penicillin V Potassium 250 MG Oral Capsule,RxNorm,Clinical Drug,1088677,Antibiotics
19105351,Dicloxacillin 50 MG/ML Oral Suspension,RxNorm,Clinical Drug,420112,Antibiotics
19115197,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet,RxNorm,Clinical Drug,562508,Antibiotics
1836452,Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injectable Solution,RxNorm,Clinical Drug,313137,Antibiotics
19105157,Methenamine 0.13 MG/MG Topical Ointment,RxNorm,Clinical Drug,418478,Antibiotics
19074877,Cefonicid 333 MG/ML Injectable Solution,RxNorm,Clinical Drug,309059,Antibiotics
